Study Cases\01- Load Flow\All calculations.ElmRes	Nine-bus System\G2.ElmSym
7.841667	1.562736
7.851667	1.563232
7.861667	1.564224
7.871667	1.564795
7.881667	1.565318
7.891667	1.566301
7.901667	1.566827
7.911667	1.567354
7.921667	1.568306
7.931667	1.568776
7.941667	1.569324
7.951667	1.570262
7.961667	1.570708
7.971667	1.571316
7.981667	1.572262
7.991667	1.572703
8.001667	1.573388
8.011667	1.574321
8.021667	1.574742
8.031667	1.575477
8.041667	1.576353
8.051667	1.576732
8.061667	1.577500
8.071667	1.578298
8.081667	1.578658
8.091667	1.579477
8.101667	1.580216
8.111667	1.580609
8.121667	1.581504
8.131667	1.582191
8.141667	1.582644
8.151667	1.583590
8.161667	1.584198
8.171667	1.584703
8.181667	1.585644
8.191667	1.586145
8.201667	1.586703
8.211667	1.587605
8.221667	1.588025
8.231667	1.588673
8.241667	1.589539
8.251667	1.589938
8.261667	1.590710
8.271667	1.591524
8.281667	1.591939
8.291667	1.592809
8.301667	1.593518
8.311667	1.593959
8.321667	1.594864
8.331667	1.595434
8.341667	1.595928
8.351667	1.596826
8.361667	1.597285
8.371667	1.597892
8.381667	1.598768
8.391667	1.599185
8.401667	1.599941
8.411667	1.600751
8.421667	1.601175
8.431667	1.602040
8.441667	1.602718
8.451667	1.603176
8.461667	1.604072
8.471667	1.604592
8.481667	1.605136
8.491667	1.606006
8.501667	1.606427
8.511667	1.607119
8.521667	1.607930
8.531667	1.608346
8.541667	1.609189
8.551667	1.609883
8.561667	1.610360
8.571667	1.611265
8.581667	1.611798
8.591667	1.612372
8.601667	1.613230
8.611667	1.613638
8.621667	1.614348
8.631667	1.615097
8.641667	1.615506
8.651667	1.616356
8.661667	1.616976
8.671667	1.617502
8.681667	1.618406
8.691667	1.618895
8.701667	1.619572
8.711667	1.620386
8.721667	1.620795
8.731667	1.621592
8.741667	1.622226
8.751667	1.622684
8.761667	1.623544
8.771667	1.624030
8.781667	1.624664
8.791667	1.625495
8.801667	1.625932
8.811667	1.626747
8.821667	1.627427
8.831667	1.627918
8.841667	1.628789
8.851667	1.629275
8.861666	1.629898
8.871666	1.630682
8.881666	1.631085
8.891666	1.631872
8.901666	1.632502
8.911666	1.633006
8.921666	1.633880
8.931666	1.634370
8.941666	1.635068
8.951666	1.635849
8.961666	1.636291
8.971666	1.637117
8.981666	1.637683
8.991666	1.638219
9.001666	1.639034
9.011666	1.639457
9.021666	1.640187
9.031666	1.640876
9.041666	1.641353
9.051666	1.642216
9.061666	1.642738
9.071666	1.643399
9.081666	1.644187
9.091666	1.644626
9.101666	1.645430
9.111666	1.645996
9.121666	1.646531
9.131666	1.647332
9.141666	1.647761
9.151666	1.648505
9.161666	1.649169
9.171666	1.649678
9.181666	1.650531
9.191666	1.651026
9.201666	1.651730
9.211666	1.652455
9.221666	1.652912
9.231666	1.653724
9.241666	1.654219
9.251666	1.654833
9.261666	1.655574
9.271666	1.656013
9.281666	1.656820
9.291666	1.657385
9.301666	1.657996
9.311666	1.658797
9.321666	1.659259
9.331666	1.660050
9.341666	1.660632
9.351666	1.661184
9.361666	1.661958
9.371666	1.662385
9.381666	1.663132
9.391666	1.663727
9.401666	1.664275
9.411666	1.665082
9.421666	1.665552
9.431666	1.666325
9.441666	1.666953
9.451666	1.667504
9.461666	1.668296
9.471666	1.668739
9.481666	1.669469
9.491666	1.670058
9.501666	1.670586
9.511666	1.671364
9.521666	1.671822
9.531666	1.672585
9.541666	1.673201
9.551666	1.673779
9.561666	1.674569
9.571666	1.675034
9.581666	1.675792
9.591666	1.676355
9.601666	1.676916
9.611666	1.677652
9.621666	1.678096
9.631666	1.678861
9.641666	1.679412
9.651666	1.680037
9.661666	1.680784
9.671666	1.681274
9.681666	1.682069
9.691666	1.682590
9.701666	1.683236
9.711666	1.683909
9.721666	1.684382
9.731666	1.685144
9.741666	1.685617
9.751666	1.686309
9.761666	1.686953
9.771666	1.687499
9.781666	1.688285
9.791666	1.688773
9.801666	1.689522
9.811666	1.690099
9.821666	1.690676
9.831666	1.691388
9.841666	1.691842
9.851666	1.692589
9.861666	1.693098
9.871666	1.693751
9.881666	1.694430
9.891666	1.694958
9.901666	1.695741
9.911666	1.696237
9.921666	1.696960
9.931666	1.697545
9.941666	1.698107
9.951666	1.698812
9.961666	1.699271
9.971666	1.700012
9.981666	1.700525
9.991666	1.701190
10.000000	1.701744
